id,house,state,constituency_term,name,party,age,gender,assets,liabilities,cases,serious_cases,education,pan,income,profession,assets_ns,liabilities_ns,cases_ns,serious_cases_ns,income_ns,gender_encoded,house_encoded,education_encoded
1,Rajya Sabha,Telangana,2022-2028,Dr Bandi Partha Saradhi,TRS,68,M,53002151679,7379869,4,0,Doctorate,Y,1353698280,Business,1.0,0.003517917146336987,0.0196078431372549,0.0,0.5164609765155601,1,1,4
2,Rajya Sabha,Andhra Pradesh,2020-2026,Alla Ayodhya Rami Reddy,YSRCP,57,M,25777579180,1547552911,10,9,Post Graduate,Y,2621104675,Business,0.4863483056175765,0.7377045473938111,0.049019607843137254,0.16363636363636364,0.9999999999999999,1,1,10
3,Rajya Sabha,Uttar Pradesh,2018-2024,Bachchan Jaya Amitabh,SP,69,F,10016391566,1056484796,0,0,Graduate,Y,1302810,Film Artist,0.1889786876480846,0.5036167957307554,0.0,0.0,0.0004970461547858633,0,1,5
4,Lok Sabha,Madhya Pradesh,Chhindwara,Nakul Nath,INC,44,M,6601946757,8791712,0,0,Graduate,Y,27681446,Service/Salary,0.12455764443124284,0.004190930000309848,0.0,0.0,0.010560984558924569,1,0,5
5,Rajya Sabha,West Bengal,2018-2024,Abhishek Manu Singhvi,INC,59,M,6498099894,981698967,0,0,Doctorate,Y,1309695330,"Senior Advocate, Supreme Court of India",0.12259834398168726,0.4679670639886166,0.0,0.0,0.49967303575924527,1,1,4
6,Rajya Sabha,Uttar Pradesh,2022-2028,Kapil Sibbal,IND,73,M,6086076970,921553355,0,0,Post Graduate,Y,611786700,Senior Advocate,0.1148246214358227,0.43929619195393255,0.0,0.0,0.23340796185486182,1,1,10
7,Rajya Sabha,Punjab,2022-2028,Vikramjit Singh Sahney,AAP,60,M,4984598383,2448151,0,0,Graduate,Y,17187030,Business- Whole time Director of Sun International Limited engaged in Trading in Fertilizer and Chemicals,0.09404279492378878,0.0011670115526064271,0.0,0.0,0.006557170403734448,1,1,5
8,Rajya Sabha,Punjab,2022-2028,Sanjeev Arora,AAP,58,M,4602850917,370554050,0,0,Graduate,Y,13445740,Managing Director,0.08684028576614089,0.17663978129416838,0.0,0.0,0.005129798946316403,1,1,5
9,Rajya Sabha,Maharashtra,2022-2028,Prafulbhai Manoharbhai Patel,Nationalist Congress Party (Ajit Pawar),64,M,4161262584,142336428,0,0,Graduate,Y,27004380,Business & Social Service,0.07850874647481533,0.06785049444774155,0.0,0.0,0.010302671334558585,1,1,5
10,Rajya Sabha,Andhra Pradesh,2020-2026,Nathwani Parimal,YSRCP,64,M,3968396198,2097795000,0,0,Doctorate,Y,143449000,"Member of Parliament (Rajya Sabha) & Group President, Reliance Industries Ltd.",0.07486989609573395,0.9999999999999999,0.0,0.0,0.05472845146865414,1,1,4
11,Rajya Sabha,Haryana,2022-2028,Kartik Sharma,IND,41,M,3906322000,2975000,3,0,Graduate,Y,9980930,Business & Employment,0.0736987292397144,0.001418155730183359,0.014705882352941176,0.0,0.00380790973180039,1,1,5
12,Rajya Sabha,Gujarat,2021-2027,Mokariya Rambhai Harjibhai,BJP,63,M,3893441581,51203885,0,0,Graduate Professional,Y,114300000,Business,0.07345571168474825,0.024408431233747814,0.0,0.0,0.04360756786639969,1,1,6
13,Rajya Sabha,Madhya Pradesh,2020-2026,Jyotiraditya M. Scindia,BJP,49,M,3790329144,2774000,0,0,Post Graduate,Y,15748100,"Service, Directorship",0.07151026780389774,0.0013223408388331557,0.0,0.0,0.006008191946779081,1,1,10
14,Rajya Sabha,Gujarat,2023-2029,Desai Babubhai Jesangbhai,BJP,65,M,3475980096,302255135,1,1,10th Pass,Y,347967890,Builder,0.06557937867281469,0.1440823030849058,0.004901960784313725,0.01818181818181818,0.13275619753720824,1,1,0
15,Lok Sabha,Karnataka,Bangalore Rural,D.K. Suresh,INC,52,M,3388920717,519320305,5,0,12th Pass,Y,18781090,Business Man and Social Worker,0.06393681118945478,0.24755531641556966,0.024509803921568627,0.0,0.0071653338300958925,1,0,1
16,Lok Sabha,Andhra Pradesh,Narsapuram,Kanumuru Raghu Rama Krishna Raju,YSRCP,57,M,3259405378,1014467354,3,4,Post Graduate,Y,10865020,Business,0.06149321824310796,0.4835874592131261,0.014705882352941176,0.07272727272727272,0.004145206448117147,1,0,10
17,Lok Sabha,Andhra Pradesh,Guntur,Jayadev Galla,TDP,53,M,3051485242,203452417,0,0,Graduate,Y,401609970,business and agriculture,0.05757034561924778,0.09698393646662327,0.0,0.0,0.15322164499210622,1,0,5
18,Rajya Sabha,Andhra Pradesh,2018-2024,C M Ramesh,BJP,52,M,2582037599,392457789,2,0,12th Pass,Y,10176665,Bussiness,0.04871317890856234,0.1870810965799804,0.00980392156862745,0.0,0.003882586261077116,1,1,1
19,Lok Sabha,Uttar Pradesh,Mathura,Hema Malini Dharmendra Deol,BJP,70,F,2508270292,131288062,0,0,Doctorate,Y,11950800,Actor,0.0473213957232811,0.06258383779158593,0.0,0.0,0.0045594516365509135,0,0,4
20,Lok Sabha,Uttar Pradesh,Bijnor,Malook Nagar,BSP,53,M,2499628021,1016148176,7,0,Graduate,Y,1974160,Business,0.04715834019164235,0.4843886919360566,0.03431372549019608,0.0,0.0007531786192399966,1,0,5
21,Rajya Sabha,Andhra Pradesh,2022-2028,Masthan Rao Beeda,YSRCP,64,M,2432000156,692987871,0,0,Graduate,Y,153999640,Aqua & Real estate Business,0.04588239114061531,0.3303410824222576,0.0,0.0,0.058753716121619594,1,1,5
22,Rajya Sabha,Kerala,2021-2027,Abdul Vahab,IUML,70,M,2428336097,141544469,0,0,12th Pass,Y,12037910,Business,0.04581326057433236,0.06747297471869272,0.0,0.0,0.004592685715613398,1,1,1
23,Rajya Sabha,Bihar,2020-2026,Amarendra Dhari Singh,RJD,60,M,2381777162,108205113,0,0,Graduate,Y,741159118,Social Service & Business,0.044934823425235915,0.05158040370960937,0.0,0.0,0.2827659364653188,1,1,5
24,Rajya Sabha,Andhra Pradesh,2018-2024,Vemireddy Prabhakar Reddy,YSRCP,61,M,2302650883,968484206,0,0,Graduate,Y,78819500,Bussiness,0.04344193139616845,0.4616677063297414,0.0,0.0,0.03007109969768758,1,1,5
25,Lok Sabha,Andhra Pradesh,Nellore,Adala Prabhakara Reddy,YSRCP,70,M,2211663364,152281255,0,0,12th Pass,Y,90543972,Agriculturist & Buisness,0.04172525087515312,0.07259110399252548,0.0,0.0,0.03454420300860361,1,0,1
26,Lok Sabha,Punjab,Bathinda,Harsimrat Kaur Badal,SAD,52,F,2179919870,954852600,0,0,10th Pass,Y,1886101,Union Minister Food & Processing (Govt. of India),0.04112633974516872,0.455169642410245,0.0,0.0,0.000719582479093476,0,0,0
27,Lok Sabha,Punjab,Firozpur,Sukhbir Singh Badal,SAD,56,M,2179919870,954852600,4,5,Post Graduate,Y,24212177,Politician & Agriculturist,0.04112633974516872,0.455169642410245,0.0196078431372549,0.09090909090909091,0.009237394153287677,1,0,10
28,Lok Sabha,Andhra Pradesh,Visakhapatnam,M V V Satyanarayana,YSRCP,52,M,2023905124,160030959,1,0,10th Pass,Y,5448540,managing partner of m/s MVV Builders,0.038182776953338396,0.07628531815549183,0.004901960784313725,0.0,0.002078718966078682,1,0,0
29,Rajya Sabha,Maharashtra,2020-2026,Bhonsle Shrimant Chh. Udayanraje Pratapsinghmaha raj,BJP,53,M,2014220929,18155222,8,6,12th Pass,Y,7755772,,0.03800006322401675,0.008654430962033945,0.0392156862745098,0.10909090909090909,0.0029589707248147195,1,1,1
30,Rajya Sabha,Tamil Nadu,2022-2028,Thiru. P. Chidambaram,INC,76,M,1974816656,65081166,4,1,Post Graduate,Y,87554580,"Senior Advocate, Supreme Court, New Delhi",0.03725661457691307,0.03102360621509728,0.0196078431372549,0.01818181818181818,0.03340369457011479,1,1,10
31,Lok Sabha,Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,BJP,68,F,1846640100,1350000000,0,0,12th Pass,Y,1664412,"MP, Income of interest",0.034838280728992345,0.6435328523521125,0.0,0.0,0.0006350040179146985,0,0,1
32,Rajya Sabha,NCT of Delhi,2018-2024,Sushil Kumar Gupta,AAP,56,M,1703143238,85018125,2,1,Graduate Professional,Y,665131,Agriculturist,0.032130895468578495,0.04052737517250255,0.00980392156862745,0.01818181818181818,0.0002537598007221898,1,1,6
33,Lok Sabha,Telangana,Chevella,Dr. Gaddam Ranjith Reddy,TRS,54,M,1634695131,197007553,0,0,Post Graduate,Y,168234433,Business,0.03083947074045427,0.09391172779037035,0.0,0.0,0.06418455340781076,1,0,10
34,Lok Sabha,NCT of Delhi,East Delhi,Gautam Gambhir,BJP,37,M,1471587789,342035860,1,2,12th Pass,Y,124039228,Professional Sportman & Commentator & Business,0.027762090458813823,0.163045416735191,0.004901960784313725,0.03636363636363636,0.04732326380670013,1,0,1
35,Lok Sabha,Maharashtra,Baramati,Supriya Sadanand Sule,NCP,49,F,1408888704,5500000,0,0,Graduate,Y,12919734,Agriculture & Business,0.026579133729276175,0.0026218005095826804,0.0,0.0,0.004929117910943408,0,0,5
36,Lok Sabha,Karnataka,"Belgaum: Bye Election On 17-,Apr-21",Angadi Mangal Suresh,BJP,58,F,1372971953,995443806,0,0,Graduate,Y,43060,"Agriculturist, Business & Social Service",0.025901484888011937,0.4745191050603133,0.0,0.0,1.642818785938032e-05,0,0,5
37,Lok Sabha,West Bengal,"Asansol: Bye Election On 12-,Apr-22",Shatrughan Prasad Sinha,AITC,75,M,1327455927,291301186,2,2,Graduate,Y,5852890,Film Actor & Former Member of Parliament,0.025042724520799076,0.13886065416306168,0.00980392156862745,0.03636363636363636,0.002232985983285845,1,0,5
38,Rajya Sabha,Rajasthan,2022-2028,Mukul Balkrishna Wasnik,INC,62,M,1316051802,26434455,0,0,Post Graduate,Y,1361990,Political Worker,0.024827560513011104,0.012601066834461898,0.0,0.0,0.0005196244213329633,1,1,10
39,Lok Sabha,Telangana,Zahirabad,B.B. Patil,TRS,63,M,1287851556,11535000,18,0,Graduate,Y,5300810,Agriculturist & Member of Parliament,0.024295500582944867,0.005498630705097494,0.08823529411764705,0.0,0.0020223572337873153,1,0,5
40,Lok Sabha,Maharashtra,Madha,Ranjeetsinha Hindurao Naik Nimbalkar,BJP,42,M,1275160578,896315287,2,1,12th Pass,Y,36499269,Business & Agriculture,0.02405605725088485,0.4272654320369721,0.00980392156862745,0.01818181818181818,0.013925147418998059,1,0,1
41,Lok Sabha,Telangana,Medak,Kotha Prabhakar Reddy,TRS,53,M,1266581773,268266203,0,0,Graduate,Y,7366199,MEMBER OF PARLIAMENT,0.023894199145521093,0.1278800850416747,0.0,0.0,0.0028103414069108094,1,0,5
42,Lok Sabha,Uttar Pradesh,Jhansi,Anurag Sharma,BJP,54,M,1243060113,14212970,0,0,Post Graduate,Y,44339588,Salary & Business,0.023450411074500657,0.0067751949070333365,0.0,0.0,0.0169163743908854,1,0,10
43,Rajya Sabha,Telangana,2022-2028,Sri Divakonda Damodar Rao,TRS,64,M,1241174793,490176214,1,0,Graduate Professional,Y,38788540,Business,0.02341484034836754,0.23366259048191074,0.004901960784313725,0.0,0.014798546723434461,1,1,6
44,Lok Sabha,Rajasthan,Tonk Sawai Madhopur,Sukhbir Singh Jaunapuria,BJP,61,M,1233802420,0,0,0,12th Pass,Y,1016800,Business of Real Estate Development,0.02327574424747529,0.0,0.0,0.0,0.00038792804030232024,1,0,1
45,Rajya Sabha,Bihar,2020-2026,Prem Chand Gupta,RJD,70,M,1182187640,5300000,2,1,Graduate,Y,3197672,Social Service,0.0223019174150007,0.0025264623092342195,0.00980392156862745,0.01818181818181818,0.0012199711177120387,1,1,5
46,Lok Sabha,Odisha,Puri,Pinaki Misra,BJD,59,M,1174701344,21932742,0,0,Graduate Professional,Y,241826630,Sr Advocate,0.022160671905078016,0.010455140754935538,0.0,0.0,0.09226134015422333,1,0,6
47,Lok Sabha,Karnataka,Chikkballapur,B.N.Bache Gowda,BJP,76,M,1153501141,0,0,0,Graduate Professional,Y,13754372,Pubilc Representative and Pubilc Service,0.02176068324804396,0.0,0.0,0.0,0.005247547772963321,1,0,6
48,Lok Sabha,Tamil Nadu,Arakkonam,S. Jagathrakshakan,DMK,71,M,1146984897,166365972,2,7,10th Pass,Y,1859492,Social Worker and Business,0.021637739911771838,0.07930516184851236,0.00980392156862745,0.12727272727272726,0.0007094306525549194,1,0,0
49,Rajya Sabha,Telangana,2020-2026,K R Suresh Reddy,TRS,61,M,1083361181,20000000,0,0,Graduate,Y,4895460,Business & Agriculture,0.020437337976075456,0.00953382003484611,0.0,0.0,0.0018677086980511373,1,1,5
50,Lok Sabha,Telangana,Khammam,Nama Nageswr Rao,TRS,62,M,1074671341,80721594,5,11,12th Pass,Y,5067143,Agriculutre,0.020273384950180332,0.03847925750609568,0.024509803921568627,0.19999999999999998,0.0019332089436679973,1,0,1
51,Rajya Sabha,Madhya Pradesh,2022-2028,Vivekkrishna Tankha,INC,65,M,1059551194,70239585,0,0,Graduate Professional,Y,69277680,Advocate,0.019988109979337483,0.03348257813561382,0.0,0.0,0.026430718567162906,1,1,6
52,Lok Sabha,Maharashtra,Maval,Shrirang Chandu Barne,SHS,55,M,1023310134,416612,3,0,8th Pass,Y,3316783,"Agriculture, Construction Business",0.019304342332447936,0.0001985951916178654,0.014705882352941176,0.0,0.0012654141712215288,1,0,3
53,Rajya Sabha,Maharashtra,2022-2028,Piyush Vedprakash Goyal,BJP,57,M,1003357767,142856249,0,0,Graduate Professional,Y,6237566,Cabinet Minister in Government of India,0.018927896857799387,0.06809828844095824,0.0,0.0,0.002379747004953169,1,1,6
54,Lok Sabha,Andhra Pradesh,Machilipatnam,Balashowry Vallabhaneni,YSRCP,50,M,990575840,746310844,2,0,Post Graduate,Y,3864230,Business,0.01868673757196437,0.3557596638375055,0.00980392156862745,0.0,0.0014742753453751327,1,0,10
55,Lok Sabha,Tamil Nadu,Perambalur,Paarivendhar T R,DMK,77,M,972730368,65935070,2,0,Post Graduate,Y,8131997,"Educationist, Founder-Chancellor of SRM University",0.018350043325243294,0.03143065456824904,0.00980392156862745,0.0,0.003102507533393339,1,0,10
56,Rajya Sabha,Punjab,2022-2028,Ashok,AAP,57,M,913459504,0,0,0,Graduate Professional,Y,5551770,Business,0.017231767557194837,0.0,0.0,0.0,0.002118103123828887,1,1,6
57,Rajya Sabha,Maharashtra,2018-2024,Narayan Tatu Rane,BJP,65,M,877784105,305581732,1,2,10th Pass,Y,4758430,Business,0.016558672354513797,0.14566806194122875,0.004901960784313725,0.03636363636363636,0.0018154292140202298,1,1,0
58,Lok Sabha,Telangana,Nizamabad,Dharmapuri Arvind,BJP,43,M,876930468,337580746,1,0,Post Graduate,Y,14021322,Business,0.016542566606978053,0.1609217039796548,0.004901960784313725,0.0,0.0053493941442838405,1,0,10
59,Lok Sabha,Punjab,Gurdaspur,Ajay Singh Dharmendra Deol (Sunny Deol),BJP,59,M,871925679,534644785,0,0,Others,Y,6382180,"Actor, Director & Producer in the Film Industry",0.01644814020781344,0.2548603581379496,0.0,0.0,0.0024349199255081257,1,0,9
60,Rajya Sabha,Maharashtra,2022-2028,Dhananjay Bhimrao Mahadik,BJP,50,M,840808000,150628000,9,3,Graduate,Y,34130310,Business,0.015861036460116926,0.07180301221044,0.044117647058823525,0.05454545454545454,0.013021345666021521,1,1,5
61,Rajya Sabha,Punjab,2022-2028,Harbhajan Singh,AAP,41,M,818010986,346790,0,0,12th Pass,Y,57816730,Ex-Cricketer & Commentator,0.01543092043649929,0.00016531167249421414,0.0,0.0,0.02205815378204993,1,1,1
62,Lok Sabha,Andhra Pradesh,Vijayawada,Srinivas Kesineni,TDP,53,M,808152415,512332955,0,0,10th Pass,Y,600000,"Business, Social Service & Member of Parliament",0.015244916718772393,0.24422450954454555,0.0,0.0,0.00022891111740892223,1,0,0
63,Rajya Sabha,Andhra Pradesh,2022-2028,Niranjan Reddy Sirgapoor,YSRCP,52,M,799436959,109933532,0,0,Graduate Professional,Y,94809600,Advocate,0.015080480390456131,0.052404325494149806,0.0,0.0,0.03617161912848826,1,1,6
64,Lok Sabha,Tamil Nadu,Sivaganga,Karti P Chidambaram,INC,47,M,793729024,174081116,8,5,Graduate Professional,Y,17585390,Business,0.014972787588878348,0.0829829015704585,0.0392156862745098,0.09090909090909091,0.0067091521249528115,1,0,6
65,Lok Sabha,Assam,Dhubri,Badruddin Ajmal,AIUDF,63,M,788064044,10159381,7,6,Post Graduate,Y,42900270,Business,0.014865905228255444,0.004842885505971746,0.03431372549019608,0.10909090909090909,0.016367247904740773,1,0,10
66,Rajya Sabha,Chhattisgarh,2022-2028,Shri Rajeev Shukla,INC,64,M,778259792,120000000,0,0,Post Graduate,Y,1315860,Vice President BCCI,0.014680926358444459,0.05720292020907667,0.0,0.0,0.0005020249715895073,1,1,10
67,Lok Sabha,Jharkhand,Hazaribagh,Jayant Sinha,BJP,55,M,770749002,193271437,0,0,Post Graduate,Y,3591290,Member of Parliament Govt. of India,0.014539218715108928,0.0921307549117049,0.0,0.0,0.0013701436780658139,1,0,10
68,Rajya Sabha,Gujarat,2020-2026,Naraharibhai Amin,BJP,64,M,755897209,86945009,0,0,Graduate Professional,Y,310710850,Business,0.014259006835221844,0.04144590343670377,0.0,0.0,0.11854194644096004,1,1,6
69,Lok Sabha,Karnataka,Bangalore Central,P. C. Mohan,BJP,55,M,755529306,312521957,0,0,12th Pass,Y,5923790,Business & Social Worker,0.014252065532495225,0.14897640474879575,0.0,0.0,0.002260035646992999,1,0,1
70,Lok Sabha,Karnataka,Haveri,Udasi. S.C.,BJP,52,M,718499195,165566495,0,0,12th Pass,Y,2935970,Agriculture and Businees,0.0135534106956188,0.07892405835651242,0.0,0.0,0.0011201269556317891,1,0,1
71,Lok Sabha,Dadra & Nagar Haveli,Dadra And Nagar Haveli : Bye Election On 30-10-2021,Delkar Kalaben Mohanbhai,Shiv Sena (Uddhav Balasaheb Thackeray),50,F,707774495,22768079,0,0,Graduate,Y,9218050,Business & Social worker,0.013351065541183574,0.01085333838625795,0.0,0.0,0.003516856876385526,0,0,5
72,Lok Sabha,Karnataka,Shimoga,B.Y.Raghavendra,BJP,46,M,674093851,14150647,2,0,Graduate Professional,Y,11282896,"Agriculturist, Entrepreneur & Businessman",0.012715605797632902,0.006745486093731751,0.00980392156862745,0.0,0.004304633884947765,1,0,6
73,Lok Sabha,Andhra Pradesh,Rajampet,P.V.Midhun Reddy,YSRCP,42,M,665085701,205473477,3,2,Post Graduate,Y,4172020,Member of Parliament & Agriculturalist,0.012545647150498187,0.09794735758260459,0.014705882352941176,0.03636363636363636,0.0015917029334206196,1,0,10
74,Rajya Sabha,Karnataka,2018-2024,Rajeev Chandrasekhar,BJP,53,M,646035965,12240661,4,0,Doctorate,Y,280096150,Entrepreneur/ Social Service,0.012186231803414325,0.005835012954077972,0.0196078431372549,0.0,0.1068618711307285,1,1,4
75,Lok Sabha,Punjab,Patiala,Preneet Kaur,INC,74,F,635973757,42453369,0,0,Graduate,Y,4704830,Business / Politician,0.011996386023884885,0.02023713899594574,0.0,0.0,0.0017949798208650328,0,0,5
76,Lok Sabha,Assam,Gauhati,Queen Oja,BJP,67,F,630219570,34034178,0,0,Graduate,Y,4955640,Business,0.011887820576164746,0.016223786404295937,0.0,0.0,0.0018906684831272523,0,0,5
77,Lok Sabha,Maharashtra,Bhandara Gondiya,Sunil Baburao Mendhe,BJP,50,M,627543615,19861338,2,0,Others,Y,1556100,"Agriculture, Self Employed, (Partner of Aswale Infra), Secretary, Satyam Education Society Bhandara. Tah, Dist.Bhandara.",0.011837332774385981,0.00946772110716252,0.00980392156862745,0.0,0.0005936809830000398,1,0,9
78,Rajya Sabha,Chhattisgarh,2020-2026,Kavi Tejpal Singh Tulsi,INC,72,M,611800735,6887399,0,0,Graduate Professional,Y,33162000,"Senior Advocate, Supreme Court of India",0.01154030856999283,0.0032831611287089534,0.0,0.0,0.012651917459191132,1,1,6
79,Lok Sabha,Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,BJP,39,M,603200539,28952800,0,0,Post Graduate,Y,4932580,"Salary & Allowances From Parliament, Property Rent",0.011378046876165197,0.013801539235244624,0.0,0.0,0.0018818706658481695,1,0,10
80,Lok Sabha,Jammu & Kashmir,Baramulla,Mohammad Akbar Lone,Jammu & Kashmir National Conference,71,M,597434000,104935,0,0,Graduate Professional,Y,696000,"Political Activist, Advocate, Former MLA",0.01126924838068171,5.0021570267828837e-05,0.0,0.0,0.00026553689619434977,1,0,6
81,Lok Sabha,Tamil Nadu,Vellore,D.M. Kathir Anand,DMK,43,M,587579451,3307588,2,2,Post Graduate,Y,26328640,Self Employed,0.011083320546868688,0.001576697437070829,0.00980392156862745,0.03636363636363636,0.010044864003762078,1,0,10
82,Lok Sabha,Andhra Pradesh,Nandyal,Pocha Brahmananda Reddy,YSRCP,60,M,585932911,177035582,1,2,Post Graduate,Y,19255840,Agriculture Serivces and Seed production and processing business,0.011052254932857688,0.08439126892761208,0.004901960784313725,0.03636363636363636,0.007346459751745702,1,0,10
83,Lok Sabha,Uttar Pradesh,Sultanpur,Maneka Sanjay Gandhi,BJP,62,F,556926451,11935800,0,0,12th Pass,Y,23286840,Ministers Salary allowances and Property Rent,0.010504983994899589,0.005689688458595811,0.0,0.0,0.008884360942204645,0,0,1
84,Lok Sabha,Meghalaya,Shillong,Vincent H. Pala,INC,51,M,549515421,0,0,0,Graduate Professional,Y,589080,Member of parliament,0.010365158544315974,0.0,0.0,0.0,0.00022474493507207985,1,0,6
85,Rajya Sabha,Karnataka,2022-2028,Lahar Singh Siroya,BJP,73,M,546488300,9300000,0,0,10th Pass,Y,21142540,Business,0.010308045220284615,0.004433226316203442,0.0,0.0,0.008066270760438058,1,1,0
86,Lok Sabha,Tamil Nadu,Kanniyakumari : Bye Election On 06-04-2021,Vijayakumar Alias Viyay Vasanth,INC,37,M,532275977,176841,1,0,Post Graduate,Y,2336220,"(1)-Partner in Vasant & Co, Chennai, (2)- Proprietor of ADD2KART Retail",0.010039898354421857,8.429851343911106e-05,0.004901960784313725,0.0,0.0008913112178551205,1,0,10
87,Rajya Sabha,Uttar Pradesh,2022-2028,Jayant Chaudhary,RLD,43,M,524093536,24807040,0,0,Post Graduate,Y,5390600,"Pension, Agriculture, Financial Investment, Consultancy",0.009885518531414953,0.011825292747861444,0.0,0.0,0.00205661378250756,1,1,10
88,Lok Sabha,Karnataka,Tumkur,G S Basavaraj,BJP,78,M,510779150,113844867,0,0,Graduate Professional,Y,493716,Lawyer,0.009634313230438682,0.05426882369344954,0.0,0.0,0.00018836180207110575,1,0,6
89,Lok Sabha,Karnataka,Bijapur,Jigajinagi Ramesh Chandappa,BJP,66,M,504122985,1600000,0,0,Graduate,Y,4432850,Agriculture,0.009508729975441214,0.0007627056027876889,0.0,0.0,0.0016912144113435683,1,0,5
90,Rajya Sabha,Uttar Pradesh,2022-2028,Surender Singh Nagar,BJP,56,M,501651263,135887812,2,0,Graduate,Y,4096590,Social Service & Agriculture,0.009462095480321448,0.0647764972268501,0.00980392156862745,0.0,0.001562924990777028,1,1,5
91,Lok Sabha,Tamil Nadu,Namakkal,Chinraj A.K.P,DMK,54,M,485205173,18642484,0,0,Graduate,Y,1491310,BUSINESS AND AGRICULTURE,0.009151803666013763,0.008886704372924903,0.0,0.0,0.0005689623975051664,1,0,5
92,Lok Sabha,Uttar Pradesh,Gautam Buddha Nagar,Dr. Mahesh Sharma,BJP,59,M,478759568,43863749,0,0,Graduate Professional,Y,4856419,Minister of India Govt.,0.0090301930905055,0.020909454450983054,0.0,0.0,0.001852813833159868,1,0,6
93,Rajya Sabha,Bihar,2018-2024,Ahmad Ashfaque Karim,RJD,56,M,476377000,61527000,2,2,Doctorate,Y,10312893,Social Service,0.008985240682520901,0.029329367264198835,0.00980392156862745,0.03636363636363636,0.003934559767247754,1,1,4
94,Lok Sabha,Chandigarh,Chandigarh,Kirron Kher,BJP,66,F,474983574,6279188,0,0,Post Graduate,Y,8475480,Film Artist/ Member of Parliament,0.008958950623203246,0.002993232417848264,0.0,0.0,0.003233552662294954,0,0,10
95,Lok Sabha,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,DMK,44,M,471186830,81131909,1,3,Post Graduate,Y,31657900,Doctor,0.00888731666131797,0.03867485097447557,0.004901960784313725,0.05454545454545454,0.012078075439699866,1,0,10
96,Lok Sabha,Andhra Pradesh,Eluru,Sridhar Kotagiri,YSRCP,46,M,462808829,33560974,0,0,Graduate,Y,1061340,Business,0.008729247166954167,0.01599821431550747,0.0,0.0,0.00040492087558464257,1,0,5
97,Lok Sabha,Jharkhand,Godda,Nishikant Dubey,BJP,47,M,462757500,0,4,4,Doctorate,Y,1809470,Member of Parliment Godda Jharkhand,0.008728278731992629,0.0,0.0196078431372549,0.07272727272727272,0.0006903463326965375,1,0,4
98,Lok Sabha,Andhra Pradesh,Rajahmundry,Margani Bharat Ram,YSRCP,36,M,458205360,17814757,2,1,Graduate,Y,1905494,Construction and Jewellery Business,0.008642392556033322,0.00849213436012575,0.00980392156862745,0.01818181818181818,0.0007269812679266615,1,0,5
99,Lok Sabha,Gujarat,Navsari,Patil Chandrakant,BJP,64,M,446044269,56846658,1,2,10th Pass,Y,6982630,"Business, Agriculture, M.P.",0.008412946712653475,0.027098290347722247,0.004901960784313725,0.03636363636363636,0.0026640027262551046,1,0,0
100,Lok Sabha,Gujarat,Mahesana,Shardaben Anilbhai Patel,BJP,71,F,440308300,7477793,0,0,12th Pass,Y,943100,Social Worker,0.008304724987743624,0.0035645966359916003,0.0,0.0,0.00035981012471392426,0,0,1
101,Rajya Sabha,Haryana,2020-2026,Deepender Singh,INC,42,M,440257883,1846800,0,0,Post Graduate,Y,7476600,Ex-Member of Parliament,0.00830377375967653,0.0008803529420176899,0.0,0.0,0.00285246143403258,1,1,10
102,Lok Sabha,Gujarat,Jamnagar,Poonamben Hematbhai Maadam,BJP,44,F,427331034,98632194,0,0,Graduate,Y,10106520,Business & Agriculturist,0.008059880200204858,0.04701707936190142,0.0,0.0,0.003855824643859368,0,0,5
103,Rajya Sabha,Telangana,2022-2024,Ravi Chandra Vaddiraju,TRS,57,M,426055714,141454672,3,5,12th Pass,Y,17964319,Business & Agriculture,0.008035818471452134,0.06743016929680926,0.014705882352941176,0.09090909090909091,0.006853720559633888,1,1,1
104,Lok Sabha,Tamil Nadu,Cuddalore,T. R. V .S. Ramesh,DMK,48,M,423378552,102828604,0,0,Graduate Professional,Y,8692690,Business,0.007985307896952324,0.04901747024852285,0.0,0.0,0.0033164223019822737,1,0,6
105,Lok Sabha,Haryana,Gurgaon,Rao Inderjit Singh,BJP,69,M,420970754,31500000,0,0,Graduate Professional,Y,15808540,Agriculture and Social Welfare,0.007939879469289188,0.015015766554882626,0.0,0.0,0.0060312509266727396,1,0,6
106,Lok Sabha,Maharashtra,Bhiwandi,Kapil Moreshwar Patil,BJP,58,M,418850781,5645459,0,0,Graduate,Y,3109620,Business,0.007899881496004759,0.0026911395060051145,0.0,0.0,0.0011863776481952212,1,0,5
107,Rajya Sabha,Tamil Nadu,2020-2026,M. Thambidurai,AIADMK,73,M,413575336,72682292,0,0,Doctorate,Y,862140,Agriculture and Politics,0.0078003485735696765,0.03464699458240676,0.0,0.0,0.0003289223846048804,1,1,4
108,Lok Sabha,Tamil Nadu,Chennai North,Dr. Kalanidhi Veeraswamy,DMK,49,M,405294714,258386550,0,0,Post Graduate,Y,2181280,Doctor,0.007644116349133586,0.12317054335623832,0.0,0.0,0.0008321987369695565,1,0,10
