id,house,state,constituency_term,name,party,age,gender,assets,liabilities,cases,serious_cases,education,pan,income,profession,assets_ns,liabilities_ns,cases_ns,serious_cases_ns,income_ns,gender_encoded,house_encoded,education_encoded
678,Lok Sabha,West Bengal,Murshidabad,Abu Taher Khan,AITC,57,M,8926616,1350000,3,4,8th Pass,Y,345520,"Cultivation, Politics And Social Service",0.00016575667445671707,0.0006435328523521125,0.014705882352941176,0.07272727272727272,0.00013182228214521802,1,0,3
679,Rajya Sabha,Mizoram,2020-2026,K Vanlalvena,Mizo National Front,50,M,8836854,0,0,0,Graduate,Y,0,Agriculturist,0.000164063116058588,0.0,0.0,0.0,0.0,1,1,5
680,Rajya Sabha,Bihar,2018-2024,Manoj Kumar Jha,RJD,50,M,8786985,663118,1,0,Doctorate,Y,1784800,Social Services and Teaching (Delhi University),0.00016312222722192774,0.0003161023836933542,0.004901960784313725,0.0,0.0006809342705857407,1,1,4
681,Lok Sabha,Uttar Pradesh,Basti,Harish Chandra Alias Harish Dwivedi,BJP,45,M,8662344,322490,5,1,Post Graduate,Y,2069874,Agriculture,0.00016077059944735492,0.00015372808115187613,0.024509803921568627,0.01818181818181818,0.0007896952837261258,1,0,10
682,Lok Sabha,West Bengal,Bishnupur,Saumitra Khan,BJP,38,M,8656777,1077120,6,19,12th Pass,Y,581030,Social Worker,0.00016066556569585224,0.0005134534117966722,0.029411764705882353,0.34545454545454546,0.00022167371091351014,1,0,1
683,Lok Sabha,Gujarat,Chhota Udaipur,Rathva Gitaben Vajesingbhai,BJP,47,F,8634660,0,0,0,12th Pass,Y,0,Housewife,0.00016024827963837334,0.0,0.0,0.0,0.0,0,0,1
684,Lok Sabha,Kerala,Thrissur,T. N. Prathapan,INC,58,M,8609349,2978120,7,1,12th Pass,Y,218771,Social Worker,0.00015977073171592236,0.001419643006108795,0.03431372549019608,0.01818181818181818,8.346519011111221e-05,1,0,1
685,Lok Sabha,Kerala,Ponnani,E T Mohammed Basheer,IUML,72,M,8103274,0,0,0,10th Pass,Y,712900,Member of Parliament,0.00015022250901218173,0.0,0.0,0.0,0.00027198455933470113,1,0,0
686,Lok Sabha,Odisha,Nabarangpur,Ramesh Chandra Majhi,BJD,40,M,8100600,771000,0,0,Graduate,Y,1915840,Cultivator and Business,0.0001501720580957962,0.0003675287623433176,0.0,0.0,0.0007309284586278493,1,0,5
687,Lok Sabha,West Bengal,Barrackpur,Arjun Singh,BJP,57,M,8055691,1100000,24,25,10th Pass,Y,887300,Business,0.0001493247506148847,0.0005243601019165362,0.11764705882352941,0.45454545454545453,0.0003385213907948945,1,0,0
688,Lok Sabha,Tamil Nadu,Tiruppur,Subbarayan.K,CPI,71,M,8035576,500000,0,0,10th Pass,Y,474721,Political Party Worker,0.00014894523670946406,0.0002383455008711528,0.0,0.0,0.00018111485761246828,1,0,0
689,Lok Sabha,Kerala,Ernakulam,Hibi Eden,INC,35,M,7908467,200000,7,2,Graduate,Y,150000,Social Worker,0.0001465470446635227,9.533820034846112e-05,0.03431372549019608,0.03636363636363636,5.722777935223056e-05,1,0,5
690,Rajya Sabha,Uttar Pradesh,2020-2026,Gita Chandra Prabha,BJP,51,F,7797511,0,0,0,Post Graduate,Y,0,Not Applicable,0.0001444536146416559,0.0,0.0,0.0,0.0,0,1,10
691,Lok Sabha,Chhattisgarh,Bastar,Deepak Kumar Baij,INC,38,M,7721293,1801236,1,1,Post Graduate,Y,492000,Farmer,0.00014301559371978918,0.0008586329932143035,0.004901960784313725,0.01818181818181818,0.00018770711627531624,1,0,10
692,Lok Sabha,Assam,Barpeta,Abdul Khaleque,INC,44,M,7398753,2703693,0,0,Post Graduate,Y,837182,MLA Of 44 Jania Under Assam Legislative Assembly,0.00013693016418688496,0.0012888261245736594,0.0,0.0,0.0003194004451577272,1,0,10
693,Rajya Sabha,Bihar,2022-2028,Shambhu Sharan Patel,BJP,40,M,7329000,1868831,1,0,Graduate,Y,498350,Agriculture & Business,0.00013561411977004156,0.0008908549214770746,0.004901960784313725,0.0,0.00019012975893456066,1,1,5
694,Rajya Sabha,Assam,2022-2028,Rwngwra Narzary,United Peoples Party Liberal,52,M,7172754,110000,0,0,Graduate,Y,433520,Social Work,0.0001326661938607027,5.243601019165361e-05,0.0,0.0,0.0001653959126985266,1,1,5
695,Lok Sabha,Chhattisgarh,Raigarh,Gomati,BJP,43,F,7043539,0,0,0,12th Pass,Y,311354,Agriculture,0.00013022826747298576,0.0,0.0,0.0,0.00011878732008289595,0,0,1
696,Lok Sabha,Gujarat,Bharuch,Mansukhbhai Vasava,BJP,61,M,6835957,0,0,0,Post Graduate,Y,444000,Farmer & Social Work,0.00012631177453164725,0.0,0.0,0.0,0.00016939422688260245,1,0,10
697,Lok Sabha,Bihar,Bhagalpur,Ajay Kumar Mandal,JD(U),41,M,6801126,5364747,0,0,8th Pass,Y,218260,"Politics, MLA",0.00012565461078122686,0.0025573266215240284,0.0,0.0,8.327023414278561e-05,1,0,3
698,Rajya Sabha,Bihar,2022-2024,Aneel Prasad Hegde,JD(U),61,M,6776921,0,0,0,12th Pass,Y,189350,"Social Worker, Political Activist, Agriculturist",0.00012519792999173115,0.0,0.0,0.0,7.224053346896571e-05,1,1,1
699,Lok Sabha,Tamil Nadu,Viluppuram,Ravikumar D,DMK,58,M,6509860,1369031,0,0,Doctorate,Y,422898,Advocate and Publisher (Prop: Manarkeni Publication),0.00012015923433696914,0.0006526047588062703,0.0,0.0,0.00016134342288333066,1,0,4
700,Lok Sabha,Kerala,Palakkad,V K Sreekandan,INC,49,M,6356399,2709000,7,0,Graduate,Y,0,MUNICIPAL CONICELLOR SOCIAL ACTIVIST,0.00011726385360419487,0.0012913559237199058,0.03431372549019608,0.0,0.0,1,0,5
701,Lok Sabha,Assam,Mangaldoi,Shri Dilip Saikia,BJP,45,M,6206286,0,0,0,Graduate,Y,605656,Business,0.00011443164028655101,0.0,0.0,0.0,0.00023106898620903034,1,0,5
702,Lok Sabha,West Bengal,Raiganj,Debasree Chaudhuri,BJP,48,F,6139123,823416,2,2,Post Graduate,Y,369336,Social Services,0.00011316446194055223,0.0003925149978906423,0.00980392156862745,0.03636363636363636,0.00014090852743223618,0,0,10
703,Lok Sabha,Kerala,Pathanamthitta,Anto Antony,INC,62,M,6075876,7723227,1,0,Graduate,Y,603343,Politician,0.0001119711675842938,0.0036815928153132215,0.004901960784313725,0.0,0.00023018653385141894,1,0,5
704,Lok Sabha,Tamil Nadu,Karur,Jothimani S,INC,43,F,6046055,379000,0,0,Post Graduate,Y,52850,WRITER AND SOCIAL WORKER,0.0001114085285500632,0.0001806658896603338,0.0,0.0,2.01632542584359e-05,0,0,10
705,Lok Sabha,West Bengal,Balurghat,Sukanta Majumdar,BJP,40,M,5825866,2168170,0,0,Doctorate,Y,465280,"Service (Asstt. Professor, University of Gour Banga)",0.00010725417670712697,0.0010335471292476147,0.0,0.0,0.0001775129411800389,1,0,4
706,Rajya Sabha,Chhattisgarh,2020-2026,Phulo Devi Netam,INC,48,F,5488880,668154,0,0,12th Pass,Y,380865,Agriculture and MLA Pension,0.00010089619147560449,0.0003185029995781284,0.0,0.0,0.00014530705455324862,0,1,1
707,Rajya Sabha,Odisha,2020-2026,Mamata Mohanta,BJD,44,F,5449784,481068,0,0,Graduate,N,0,Social Worker,0.00010015855907956548,0.00022932078682616746,0.0,0.0,0.0,0,1,5
708,Lok Sabha,West Bengal,Bangaon,Shantanu Thakur,BJP,37,M,5265388,0,8,12,Graduate,Y,386992,Dharma Guru and Social Worker,9.667952124193476e-05,0.0,0.0392156862745098,0.21818181818181817,0.0001476446185805227,1,0,5
709,Lok Sabha,Bihar,Valmiki Nagar : Bye Election On 07-11-2020,Sunil Kumar,JD(U),35,M,5261775,200623,0,0,Graduate,Y,341910,Agriculture,9.661135401646697e-05,9.563517884254657e-05,0.0,0.0,0.00013044500025547433,1,0,5
710,Rajya Sabha,Madhya Pradesh,2022-2028,Kavita Patidar,BJP,47,F,5066019,0,0,0,Post Graduate,Y,254550,Social Service,9.291798468663749e-05,0.0,0.0,0.0,9.711554156073526e-05,0,1,10
711,Lok Sabha,Bihar,Araria,Pradeep Kumar Singh,BJP,52,M,5010577,1159200,3,2,10th Pass,Y,612901,Tenancy & Politics,9.187194889522162e-05,0.0005525802092196806,0.014705882352941176,0.03636363636363636,0.00023383308795174308,1,0,0
712,Lok Sabha,Jharkhand,Dumka,Sunil Soren,BJP,39,M,4737559,685516,0,0,12th Pass,Y,645000,Pension,8.672086127751701e-05,0.0003267793087503783,0.0,0.0,0.0002460794512145914,1,0,1
713,Lok Sabha,Andhra Pradesh,"Tirupati: Bye Election On 17-,Apr-21",Maddila Gurumoorthy,YSRCP,35,M,4725044,0,0,0,Graduate Professional,Y,480000,"Agriculturist and Medical Practitioner (Physiotherapist), Previously worked as special officer for welfare of Differently Abled Transgender and Senior Citizens Government of AP",8.648473815913076e-05,0.0,0.0,0.0,0.00018312889392713778,1,0,6
714,Lok Sabha,Tamil Nadu,Nagapattinam,Selvaraj M,CPI,63,M,4572837,1251381,0,0,12th Pass,Y,0,Social Worker,8.361301690621716e-05,0.0005965220624512881,0.0,0.0,0.0,1,0,1
715,Lok Sabha,West Bengal,Medinipur,Dilip Kumar Ghosh,BJP,54,M,4536462,0,14,3,10th Pass,Y,0,Party Whole Timer,8.292672218537823e-05,0.0,0.06862745098039216,0.05454545454545454,0.0,1,0,0
716,Lok Sabha,Assam,Dibrugarh,Rameswar Teli,BJP,48,M,4370067,0,0,0,10th Pass,Y,1345784,Politician and Social Worker,7.9787312973722e-05,0.0,0.0,0.0,0.0005134415320517484,1,0,0
717,Lok Sabha,Uttar Pradesh,Sant Kabir Nagar,Praveen Kumar Nishad,BJP,30,M,4300614,2326248,0,0,Graduate Professional,Y,233086,Agriculture,7.847692871952469e-05,0.0011089014894210348,0.0,0.0,8.892662785396007e-05,1,0,6
718,Lok Sabha,Rajasthan,Nagaur,Hanuman Beniwal,Rashtriya Loktantrik Party,47,M,4218568,0,0,0,Graduate Professional,Y,1259050,Agricuture & MLA Pension,7.692894970465318e-05,0.0,0.0,0.0,0.00048035090395617255,1,0,6
719,Lok Sabha,Andhra Pradesh,Bapatla,Suresh Babu Nandigam,YSRCP,43,M,4158610,269000,0,0,8th Pass,Y,340270,"Photographer, Cultivation",7.579770959820476e-05,0.0001282298794686802,0.0,0.0,0.00012981930986788996,1,0,3
720,Rajya Sabha,Madhya Pradesh,2020-2026,Dr. Sumer Singh Solanki,BJP,48,M,3975453,971744,0,0,Doctorate,Y,991724,Social Worker,7.234204823230242e-05,0.000463221620797075,0.0,0.0,0.00037836108166874335,1,1,4
721,Lok Sabha,Madhya Pradesh,Dewas,Mahendra Singh Solanky,BJP,35,M,3812464,1832631,0,0,Graduate Professional,Y,799866,Retd Judge,6.926690073388819e-05,0.0008735987072140031,0.0,0.0,0.0003051636997290083,1,0,6
722,Rajya Sabha,Punjab,2022-2028,Raghav Chadha,AAP,33,M,3699471,0,3,0,Graduate,Y,244600,"Chartered Accountant, Member of Legislative Assembly of Delhi",6.71350382076544e-05,0.0,0.014705882352941176,0.0,9.331943219703729e-05,1,1,5
723,Rajya Sabha,Uttar Pradesh,2018-2024,Sakaldeep,BJP,73,M,3553708,0,0,0,12th Pass,Y,0,Agriculture,6.43848972483789e-05,0.0,0.0,0.0,0.0,1,1,1
724,Rajya Sabha,Madhya Pradesh,2018-2024,Rajmani Patel,INC,72,M,3457000,388807,0,0,Post Graduate,Y,468600,Farmer,6.256028721778392e-05,0.0001853407983144206,0.0,0.0,0.00017877958269636827,1,1,10
725,Rajya Sabha,Andhra Pradesh,2020-2026,Pilli Subhaschandra Bose,YSRCP,69,M,3282877,0,0,0,Graduate,Y,322000,Deputy Chief Minister (Revenue) Govt. of AP,5.9275072216364315e-05,0.0,0.0,0.0,0.00012284896634278826,1,1,5
726,Lok Sabha,Rajasthan,Bharatpur,Ranjeeta Kumari,BJP,39,F,3117190,0,0,0,8th Pass,Y,0,House Wife,5.6149020988552876e-05,0.0,0.0,0.0,0.0,0,0,3
727,Lok Sabha,Telangana,Adilabad,Bapu Rao Soyam,BJP,52,M,3099414,231450,52,55,12th Pass,Y,0,Agriculture and Ex MLA Pension,5.581363748456296e-05,0.00011033013235325662,0.2549019607843137,1.0,0.0,1,0,1
728,Rajya Sabha,West Bengal,2023-2029,Dola Sen,AITC,56,F,3013321,0,0,0,Graduate,Y,1050000,POLITICAL WORKER,5.4189302875595635e-05,0.0,0.0,0.0,0.0004005944554656139,0,1,5
729,Lok Sabha,Rajasthan,Sikar,Sumedhanand Saraswati,BJP,67,M,2827638,2719583,0,0,Post Graduate,Y,1128120,"MLA Salary, Allowances",5.0685982940213185e-05,0.0012964007445913446,0.0,0.0,0.0004303986829522556,1,0,10
730,Rajya Sabha,Maharashtra,2018-2024,V. Muraleedharan,BJP,59,M,2771646,0,7,3,Graduate,Y,0,Social Work,4.9629570183946135e-05,0.0,0.03431372549019608,0.05454545454545454,0.0,1,1,5
731,Lok Sabha,Odisha,Mayurbhanj,Bishweswar Tudu,BJP,54,M,2742000,400000,1,1,10th Pass,Y,919489,Social Worker,4.907023291125909e-05,0.00019067640069692223,0.004901960784313725,0.01818181818181818,0.00035080209072535414,1,0,0
732,Lok Sabha,Rajasthan,Barmer,Kailash Choudhary,BJP,45,M,2402250,0,2,2,Graduate,Y,315450,Ex-MLA Pension,4.2660098714557255e-05,0.0,0.00980392156862745,0.03636363636363636,0.00012035001997774087,1,0,5
733,Lok Sabha,Telangana,Karimnagar,Bandi Sanjay Kumar,BJP,47,M,2270000,1341800,6,4,Post Graduate,Y,436800,Business,4.0164910348070666e-05,0.0006396239861378256,0.029411764705882353,0.07272727272727272,0.0001666472934736954,1,0,10
734,Lok Sabha,Haryana,Karnal,Sanjay Bhatia,BJP,51,M,2256739,500000,0,0,Graduate,Y,150000,Agriculture & Social Worker,3.991471229190447e-05,0.0002383455008711528,0.0,0.0,5.722777935223056e-05,1,0,5
735,Lok Sabha,West Bengal,Purulia,Jyotirmay Singh Mahato,BJP,34,M,2250540,456100,2,5,Graduate Professional,Y,427880,Business,3.9797754464427346e-05,0.00021741876589466557,0.00980392156862745,0.09090909090909091,0.00016324414819488274,1,0,6
736,Rajya Sabha,Kerala,2021-2027,V Sivadasan,CPI(M),41,M,2080070,880000,5,1,Doctorate,Y,200000,Social Worker,3.658146137682834e-05,0.0004194880815332289,0.024509803921568627,0.01818181818181818,7.630370580297408e-05,1,1,4
737,Lok Sabha,Tripura,Tripura East,Rebati Tripura,BJP,43,M,1948315,0,0,0,Post Graduate,Y,0,assistant Teacher Under the Grant-in- aid School Mahatma Gandhi Memorial XII School,3.40956122787078e-05,0.0,0.0,0.0,0.0,1,0,10
738,Lok Sabha,Assam,Karimganj,Kripanath Mallah,BJP,46,M,1871040,0,0,0,Graduate,Y,567504,Social service,3.263764871711801e-05,0.0,0.0,0.0,0.000216513291290055,1,0,5
739,Rajya Sabha,Jharkhand,2018-2024,Samir Oraon,BJP,48,M,1869000,457683,0,0,12th Pass,Y,602187,Pensioner,3.259915961112456e-05,0.00021817336775042365,0.0,0.0,0.00022974549843187775,1,1,1
740,Lok Sabha,Tamil Nadu,Madurai,Venkatesan S,CPI(M),49,M,1811456,0,0,0,12th Pass,Y,401670,"Communist party of India full time member, writer",3.1513464946768384e-05,0.0,0.0,0.0,0.00015324454754940298,1,0,1
741,Lok Sabha,Andhra Pradesh,Hindupur,Kuruva Gorantla Madhav,YSRCP,50,M,1787356,730332,2,4,Graduate,Y,829510,Social Worker,3.105876521419881e-05,0.0003481426926844615,0.00980392156862745,0.07272727272727272,0.00031647343500312516,1,0,5
742,Rajya Sabha,Madhya Pradesh,2022-2028,Sumitra Balmik,BJP,67,F,1785000,340000,0,0,Graduate,Y,0,Social Service,3.101431407021815e-05,0.00016207494059238388,0.0,0.0,0.0,0,1,5
743,Lok Sabha,West Bengal,Alipurduars,John Barla,BJP,43,M,1418730,0,9,24,8th Pass,Y,323890,Tea Garden Worker,2.4103821495601568e-05,0.0,0.044117647058823525,0.43636363636363634,0.00012357003636262638,1,0,3
744,Lok Sabha,Karnataka,Bangalore South,Tejasvi Surya,BJP,28,M,1346593,0,0,0,Graduate Professional,Y,513220,Advocate,2.2742797652930543e-05,0.0,0.0,0.0,0.00019580293946101177,1,0,6
745,Lok Sabha,Odisha,Balasore,Pratap Chandra Sarangi,BJP,64,M,1346236,160,7,7,Graduate,Y,0,Social Worker,2.2736062059381692e-05,7.627056027876889e-08,0.03431372549019608,0.12727272727272726,0.0,1,0,5
746,Lok Sabha,West Bengal,Bolpur,Asit Kumar Mal,AITC,63,M,1310691,0,0,0,10th Pass,Y,248080,Polticial Worker,2.2065427121863614e-05,0.0,0.0,0.0,9.464711667800904e-05,1,0,0
747,Lok Sabha,Odisha,Kandhamal,Achyutananda Samanta,BJD,55,M,1244722,0,0,0,Doctorate,Y,2574130,"Social Activist, Member of Parliament (Rajya Sabha)",2.082077622319629e-05,0.0,0.0,0.0,0.0009820782910930483,1,0,4
748,Rajya Sabha,Kerala,2022-2028,A A Rahim,CPI(M),41,M,1162414,0,37,1,Post Graduate,N,0,Social Worker,1.9267853999613844e-05,0.0,0.18137254901960784,0.01818181818181818,0.0,1,1,10
749,Lok Sabha,Kerala,Alathur,Ramya Haridas,INC,32,F,1152816,0,3,0,10th Pass,N,0,NIL,1.9086766529356468e-05,0.0,0.014705882352941176,0.0,0.0,0,0,0
750,Rajya Sabha,West Bengal,2023-2026,Saket Gokhale,AITC,36,M,1023349,513218,5,1,Graduate,Y,310610,"Researcher, RTI Activist, Social Worker",1.6644085605016814e-05,0.00024464640253218256,0.024509803921568627,0.01818181818181818,0.0001185034702973089,1,1,5
751,Lok Sabha,Jammu & Kashmir,Ladakh,Tsering Namgyal,BJP,33,M,981904,0,1,0,Graduate,N,0,Chairman LAHDC Leh,1.586213413545888e-05,0.0,0.004901960784313725,0.0,0.0,1,0,5
752,Lok Sabha,Lakshadweep,Lakshadweep,Mohammed Faizal Pp,NCP,43,M,938641,0,2,4,Post Graduate,Y,600000,Social Worker (Public Representative),1.5045882080265616e-05,0.0,0.00980392156862745,0.07272727272727272,0.00022891111740892223,1,0,10
753,Rajya Sabha,West Bengal,2023-2029,Prakash Chik Baraik,AITC,43,M,925000,0,1,0,Graduate,Y,443470,"Tea Garden Employee, Re-Seller of Seasonal crops",1.4788514484747707e-05,0.0,0.004901960784313725,0.0,0.00016919202206222458,1,1,5
754,Lok Sabha,Odisha,Aska,Pramila Bisoyi,BJD,70,F,732470,0,0,0,5th Pass,N,0,Cultivation & Social Serv.,1.1156010770572562e-05,0.0,0.0,0.0,0.0,0,0,2
755,Rajya Sabha,NCT of Delhi,2018-2024,Sanjay Singh,AAP,45,M,660513,38000,9,0,Others,Y,224,Social Worker,9.798383025489194e-06,1.811425806620761e-05,0.044117647058823525,0.0,8.546015049933097e-08,1,1,9
756,Lok Sabha,Tripura,Tripura West,Pratima Bhoumik,BJP,50,F,642398,0,0,0,Graduate,Y,0,Social Worker,9.456603537709197e-06,0.0,0.0,0.0,0.0,0,0,5
757,Rajya Sabha,Manipur,2020-2026,Maharaja Sanajaoba Leishemba,BJP,48,M,548594,0,0,0,Graduate,Y,0,"Social Worker, Self Employed",7.686783881528419e-06,0.0,0.0,0.0,0.0,1,1,5
758,Lok Sabha,Sikkim,Sikkim,Indra Hang Subba,Sikkim Krantikari Morcha,30,M,478817,0,0,0,Post Graduate,Y,0,Social Worker,6.370286651673337e-06,0.0,0.0,0.0,0.0,1,0,10
759,Lok Sabha,Madhya Pradesh,Bhopal,Sadhvi Pragya Singh Thakur,BJP,49,F,444224,0,1,5,Post Graduate,Y,0,Bhikshaatan / Dependent on society,5.717613296952197e-06,0.0,0.004901960784313725,0.09090909090909091,0.0,0,0,10
760,Rajya Sabha,Punjab,2022-2028,Sant Balbir Singh,AAP,60,M,379972,0,0,0,12th Pass,Y,0,Social Worker,4.505357395829352e-06,0.0,0.0,0.0,0.0,1,1,1
761,Lok Sabha,Rajasthan,Alwar,Mahant Balak Nath,BJP,35,M,352929,0,0,0,10th Pass,Y,0,No,3.995131467701588e-06,0.0,0.0,0.0,0.0,1,0,0
762,Lok Sabha,Odisha,Keonjhar,Chandrani Murmu,BJD,25,F,340580,0,0,0,Graduate Professional,Y,0,Social Service,3.7621403059795245e-06,0.0,0.0,0.0,0.0,0,0,6
763,Lok Sabha,Andhra Pradesh,Araku,Goddeti Madhavi,YSRCP,26,F,141179,0,0,0,Graduate Professional,Y,0,Social Service,0.0,0.0,0.0,0.0,0.0,0,0,6
