mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900573,V.P. Singh Badnore,Elected,2010-05-07,2016-07-04,1,,23,7,1,Graduate,"B.A.(Hons.), Business Management Educated at Mayo College, Government College, Ajmer and A.S.C.I., Hyderabad",75,76.0,0.0,66.0,0.914893617, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.26886211846394004,0.3408647335299648,0.41110236733948513,2.220446049250313e-16,0.10719322199681278,0.0093290276317618,0.28939219070133904,0.7425718854527124,0
900469,Sakaldeep,Elected,2018-03-04,2024-04-02,1,,28,7,1,Inter/ Higher Secondary,"Intermediate Educated at D.A.V. Inter College, Bilthera Road, Ballia, Uttar Pradesh",68,78.0,0.0,1.0,0.962616822, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4840999983147432,0.40324123155547126,0.32707596182077514,2.220446049250313e-16,0.1870794795479662,0.012174752260364106,0.2203895343428327,0.7698466304986602,0
900540,Suresh Gopi,Nominated,,2022-04-24,1,,28,7,1,Post Graduate,"B. Sc. (Zoology), M.A. (English Literature) Educated at Fatima Mata National College, University of Kerala, Kollam",66,50.0,0.0,23.0,0.737704918, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4510581716723701,0.35043391049897354,0.38024524666911136,2.220446049250313e-16,0.14629505365315693,0.04196167317125347,0.21519344918562192,0.6241079561533733,0
900144,G. N. Ratanpuri,Elected,2009-04-08,2015-02-15,1,,10,17,1,Graduate,"B.Sc. ; Educated at Kashmir University, Srinagar",70,18.0,0.0,159.0,0.874015748, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.1952262168121213,0.31260138330269993,0.38261520910773306,2.220446049250313e-16,0.053453910542890545,0.04196167317125347,0.08942633470880382,0.7201567142383043,0
900406,Raj Babbar,Elected,,2020-11-25,3,,29,14,1,Graduate,"Graduate in Theatre; Educated at National School of Drama, New Delhi",72,38.0,0.0,86.0,0.687134503, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.37185828497748263,0.351745287909326,0.3614005998066662,2.220446049250313e-16,0.0918990911965842,0.02314316470373366,0.13453086710606077,0.9151788544773396,0
900158,Gyan Prakash Pilania,Elected,2008-10-04,2014-04-09,3,,23,7,1,Doctorate,"LL.B., M.A. (History), M.A. (Hindi), Ph.D. (History), one year academic higher course in Public Administration, Manchester University, Manchester (U.K.), Sahitya Ratan, Prayag (Allahabad) Educated at Law Faculty, Delhi University, Nagpur University, Bhaga",92,83.0,0.0,768.0,0.924157303, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.16549539764768584,0.27589810041800295,0.36206158717115033,2.220446049250313e-16,0.07704094713806507,0.011840688923446282,0.326886782309433,0.7425718854527124,0
900498,Shambhuprasad Baldevdasji Tundiya,Elected,2014-10-04,2020-04-09,1,,7,7,1,Graduate,"B.A. Educated at Gujarat University, Ahmedabad, Gujarat",53,33.0,0.0,90.0,0.852941176, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.41713799416474234,0.43200559273247013,0.41395092872381517,2.220446049250313e-16,0.11263262746731288,0.07113383567200071,0.24849103009666926,0.8104578100014947,0
900517,Shwait Malik,Elected,2016-10-04,2022-04-09,1,,22,7,1,Professional Graduate,B.E. Electronic and Electrical Communication,61,46.0,0.0,137.0,0.803278689, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.45395512923852216,0.35043391049897354,0.3845625528694514,2.220446049250313e-16,0.09954975407845505,0.017376595414237066,0.2355450334055328,0.5844174733438972,0
900314,N. Gokulakrishnan,Elected,,2021-10-06,1,,21,1,1,Graduate,"B.A. (Economics) Educated at Arignar Anna Govt. Arts College, Karaikal (Puducherry)",70,31.0,0.0,384.0,0.753665689, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.39182984448754965,0.3326410277393125,0.3694011976237065,2.220446049250313e-16,0.06184805479420478,0.04196167317125347,0.33520595967846095,0.4516015554492152,0
900169,Hishey Lachungpa,Elected,,2024-02-23,3,,24,40,1,Graduate,Bachelor in Arts,57,11.0,0.0,181.0,0.444909344, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.8193363483166974,0.7931486311761226,0.7681162541244281,2.220446049250313e-16,0.021556162420130004,0.04196167317125347,0.1577025008889305,0.40908311324864766,0
